,0,Date,class,domain,lookback
191,0.0,2001-09-24,credit,global,252
192,0.0,2001-09-25,credit,global,252
193,0.0,2001-09-26,credit,global,252
194,0.0,2001-09-27,credit,global,252
195,0.0106177606177606,2001-09-28,credit,global,252
196,0.0,2001-10-01,credit,global,252
197,0.0,2001-10-02,credit,global,252
198,0.0,2001-10-03,credit,global,252
199,0.0,2001-10-04,credit,global,252
200,0.0,2001-10-05,credit,global,252
201,0.0,2001-10-08,credit,global,252
202,0.0,2001-10-09,credit,global,252
203,0.0,2001-10-10,credit,global,252
204,0.0,2001-10-11,credit,global,252
205,0.0,2001-10-12,credit,global,252
206,0.0,2001-10-15,credit,global,252
207,0.0,2001-10-16,credit,global,252
208,0.0,2001-10-17,credit,global,252
209,0.0,2001-10-18,credit,global,252
210,0.0,2001-10-19,credit,global,252
211,0.0,2001-10-22,credit,global,252
212,0.0,2001-10-23,credit,global,252
213,0.0,2001-10-24,credit,global,252
214,0.0,2001-10-25,credit,global,252
215,0.0,2001-10-26,credit,global,252
216,0.0,2001-10-29,credit,global,252
217,0.0,2001-10-30,credit,global,252
218,0.0106177606177606,2001-10-31,credit,global,252
219,0.0,2001-11-01,credit,global,252
220,0.0,2001-11-02,credit,global,252
221,0.0,2001-11-05,credit,global,252
222,0.0,2001-11-06,credit,global,252
223,0.0,2001-11-07,credit,global,252
224,0.0,2001-11-08,credit,global,252
225,0.0,2001-11-09,credit,global,252
226,0.0,2001-11-12,credit,global,252
227,0.0,2001-11-13,credit,global,252
228,0.0,2001-11-14,credit,global,252
229,0.0,2001-11-15,credit,global,252
230,0.0,2001-11-16,credit,global,252
231,0.0,2001-11-19,credit,global,252
232,0.0,2001-11-20,credit,global,252
233,0.0,2001-11-21,credit,global,252
234,0.0,2001-11-22,credit,global,252
235,0.0,2001-11-23,credit,global,252
236,0.0,2001-11-26,credit,global,252
237,0.0,2001-11-27,credit,global,252
238,0.0,2001-11-28,credit,global,252
239,0.0,2001-11-29,credit,global,252
240,0.0096525096525096,2001-11-30,credit,global,252
241,0.0,2001-12-03,credit,global,252
242,0.0,2001-12-04,credit,global,252
243,0.0,2001-12-05,credit,global,252
244,0.0,2001-12-06,credit,global,252
245,0.0,2001-12-07,credit,global,252
246,0.0,2001-12-10,credit,global,252
247,0.0,2001-12-11,credit,global,252
248,0.0,2001-12-12,credit,global,252
249,0.0,2001-12-13,credit,global,252
250,0.0,2001-12-14,credit,global,252
251,0.0,2001-12-17,credit,global,252
252,0.0,2001-12-18,credit,global,252
253,0.0,2001-12-19,credit,global,252
254,0.0,2001-12-20,credit,global,252
255,0.0,2001-12-21,credit,global,252
256,0.0,2001-12-24,credit,global,252
257,0.0,2001-12-25,credit,global,252
258,0.0,2001-12-26,credit,global,252
259,0.0,2001-12-27,credit,global,252
260,0.0,2001-12-28,credit,global,252
261,0.0009652509652509,2001-12-31,credit,global,252
262,0.0,2002-01-01,credit,global,252
263,0.0,2002-01-02,credit,global,252
264,0.0,2002-01-03,credit,global,252
265,0.0,2002-01-04,credit,global,252
266,0.0,2002-01-07,credit,global,252
267,0.0,2002-01-08,credit,global,252
268,0.0,2002-01-09,credit,global,252
269,0.0,2002-01-10,credit,global,252
270,0.0,2002-01-11,credit,global,252
271,0.0,2002-01-14,credit,global,252
272,0.0,2002-01-15,credit,global,252
273,0.0,2002-01-16,credit,global,252
274,0.0,2002-01-17,credit,global,252
275,0.0,2002-01-18,credit,global,252
276,0.0,2002-01-21,credit,global,252
277,0.0,2002-01-22,credit,global,252
278,0.0,2002-01-23,credit,global,252
279,0.0,2002-01-24,credit,global,252
280,0.0,2002-01-25,credit,global,252
281,0.0,2002-01-28,credit,global,252
282,0.0,2002-01-29,credit,global,252
283,0.0,2002-01-30,credit,global,252
284,0.0,2002-01-31,credit,global,252
285,0.0,2002-02-01,credit,global,252
286,0.0,2002-02-04,credit,global,252
287,0.0,2002-02-05,credit,global,252
288,0.0,2002-02-06,credit,global,252
289,0.0,2002-02-07,credit,global,252
290,0.0,2002-02-08,credit,global,252
291,0.0,2002-02-11,credit,global,252
292,0.0,2002-02-12,credit,global,252
293,0.0,2002-02-13,credit,global,252
294,0.0,2002-02-14,credit,global,252
295,0.0,2002-02-15,credit,global,252
296,0.0,2002-02-18,credit,global,252
297,0.0,2002-02-19,credit,global,252
298,0.0,2002-02-20,credit,global,252
299,0.0,2002-02-21,credit,global,252
300,0.0,2002-02-22,credit,global,252
301,0.0,2002-02-25,credit,global,252
302,0.0,2002-02-26,credit,global,252
303,0.0,2002-02-27,credit,global,252
304,0.0,2002-02-28,credit,global,252
305,0.0,2002-03-01,credit,global,252
306,0.0,2002-03-04,credit,global,252
307,0.0,2002-03-05,credit,global,252
